Dataset,ActualValue,PredictedValue,ActualRegime,PredictedRegime
Primary_Internal_Test,2878,2503.1646,Surplus,Surplus
Primary_Internal_Test,2535,1904.7637,Surplus,High
Primary_Internal_Test,2314,1793.4796,Surplus,High
Primary_Internal_Test,2407,2548.1719,Surplus,Surplus
Primary_Internal_Test,3001,2374.0806,Surplus,Surplus
Primary_Internal_Test,3238,1986.5148,Surplus,High
Primary_Internal_Test,1632,1060.1473,High,High
Primary_Internal_Test,1366,651.18567,High,High
Primary_Internal_Test,899,522.42145,High,High
Primary_Internal_Test,453,421.13922,High,High
Primary_Internal_Test,460,385.4641,High,High
Primary_Internal_Test,320,364.68216,Normal,High
Primary_Internal_Test,282,508.85327,Normal,High
Primary_Internal_Test,314,662.8162,Normal,High
Primary_Internal_Test,629,833.901,High,High
Primary_Internal_Test,1057,1066.5941,High,High
Primary_Internal_Test,828,1219.8214,High,High
Primary_Internal_Test,1131,1182.2446,High,High
Primary_Internal_Test,953,935.01,High,High
Primary_Internal_Test,340,855.758,Normal,High
Primary_Internal_Test,489,526.13153,High,High
Primary_Internal_Test,611,452.34683,High,High
Primary_Internal_Test,663,489.31363,High,High
Primary_Internal_Test,519,443.98312,High,High
Primary_Internal_Test,397,336.26254,High,Normal
Primary_Internal_Test,348,311.917,High,Normal
Primary_Internal_Test,271,280.9552,Normal,Normal
Primary_Internal_Test,233,210.92682,Normal,Normal
Primary_Internal_Test,225,174.0476,Normal,Normal
Primary_Internal_Test,171,129.96815,Normal,Normal
Primary_Internal_Test,106,136.5081,Normal,Normal
Primary_Internal_Test,69,113.78283,Normal,Normal
Primary_Internal_Test,35,20.552818,Normal,Normal
Primary_Internal_Test,8,8.591892,Normal,Normal
Primary_Internal_Test,0,-3.6799607,Critical_Low,Critical_Low
Primary_Internal_Test,0,-3.6799607,Critical_Low,Critical_Low
Primary_Internal_Test,0,0.3199773,Critical_Low,Normal
Primary_Internal_Test,0,0.3199773,Critical_Low,Normal
Primary_Internal_Test,0,0.3199773,Critical_Low,Normal
Primary_Internal_Test,0,0.3199773,Critical_Low,Normal
Primary_Internal_Test,0,-2.239331,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.239331,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.239331,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.239331,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.1342891,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.1342891,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.1342891,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.1342891,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.0464648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.0464648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.0464648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.0464648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-3.676159,Critical_Low,Critical_Low
Primary_Internal_Test,0,-3.676159,Critical_Low,Critical_Low
Primary_Internal_Test,0,-3.676159,Critical_Low,Critical_Low
Primary_Internal_Test,0,-3.676159,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79362744,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79362744,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79362744,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79362744,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.701953,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.701953,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.701953,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.47625357,Critical_Low,Critical_Low
Primary_Internal_Test,32,17.828405,Normal,Normal
Primary_Internal_Test,57,52.57906,Normal,Normal
Primary_Internal_Test,87,71.00157,Normal,Normal
Primary_Internal_Test,127,121.1147,Normal,Normal
Primary_Internal_Test,151,147.99854,Normal,Normal
Primary_Internal_Test,180,191.64961,Normal,Normal
Primary_Internal_Test,216,229.62462,Normal,Normal
Primary_Internal_Test,274,261.01053,Normal,Normal
Primary_Internal_Test,380,349.76486,High,High
Primary_Internal_Test,574,399.2092,High,High
Primary_Internal_Test,560,460.72372,High,High
Primary_Internal_Test,461,497.71057,High,High
Primary_Internal_Test,838,790.2109,High,High
Primary_Internal_Test,980,780.25214,High,High
Primary_Internal_Test,1245,1080.7178,High,High
Primary_Internal_Test,1399,1229.2567,High,High
Primary_Internal_Test,1286,1580.1431,High,High
Primary_Internal_Test,1646,1638.4062,High,High
Primary_Internal_Test,1630,1934.7328,High,High
Primary_Internal_Test,1941,2196.5427,High,High
Primary_Internal_Test,2841,3016.623,Surplus,Surplus
Primary_Internal_Test,3111,3031.1848,Surplus,Surplus
Primary_Internal_Test,3337,2955.4412,Surplus,Surplus
Primary_Internal_Test,3335,3076.1924,Surplus,Surplus
Primary_Internal_Test,3353,3415.291,Surplus,Surplus
Primary_Internal_Test,3678,3614.4114,Surplus,Surplus
Primary_Internal_Test,3828,3656.4368,Surplus,Surplus
Primary_Internal_Test,3205,3699.0916,Surplus,Surplus
Primary_Internal_Test,3493,3547.6726,Surplus,Surplus
Primary_Internal_Test,3679,3436.3623,Surplus,Surplus
Primary_Internal_Test,2450,3358.2131,Surplus,Surplus
Primary_Internal_Test,3299,3490.0437,Surplus,Surplus
Primary_Internal_Test,3525,3655.3606,Surplus,Surplus
Primary_Internal_Test,3338,3700.822,Surplus,Surplus
Primary_Internal_Test,3607,3666.771,Surplus,Surplus
Primary_Internal_Test,3420,3640.0771,Surplus,Surplus
Primary_Internal_Test,3424,3568.1768,Surplus,Surplus
Primary_Internal_Test,2026,3489.837,High,Surplus
Primary_Internal_Test,2711,3489.9836,Surplus,Surplus
Primary_Internal_Test,3001,3344.261,Surplus,Surplus
Primary_Internal_Test,2846,3141.6907,Surplus,Surplus
Primary_Internal_Test,2236,2501.5264,High,Surplus
Primary_Internal_Test,2227,2707.0107,High,Surplus
Primary_Internal_Test,2471,2913.8135,Surplus,Surplus
Primary_Internal_Test,1826,2590.801,High,Surplus
Primary_Internal_Test,1704,2416.9822,High,Surplus
Primary_Internal_Test,1979,2196.4033,High,High
Primary_Internal_Test,1323,1771.1532,High,High
Primary_Internal_Test,1691,1320.9686,High,High
Primary_Internal_Test,1072,1245.1992,High,High
Primary_Internal_Test,750,1108.4489,High,High
Primary_Internal_Test,820,965.36475,High,High
Primary_Internal_Test,885,610.84625,High,High
Primary_Internal_Test,414,631.0759,High,High
Primary_Internal_Test,330,463.8848,Normal,High
Primary_Internal_Test,421,402.33264,High,High
Primary_Internal_Test,347,283.94232,High,Normal
Primary_Internal_Test,183,282.03766,Normal,Normal
Primary_Internal_Test,104,209.2299,Normal,Normal
Primary_Internal_Test,93,179.96002,Normal,Normal
Primary_Internal_Test,103,109.03673,Normal,Normal
Primary_Internal_Test,64,98.21772,Normal,Normal
Primary_Internal_Test,69,69.9029,Normal,Normal
Primary_Internal_Test,32,34.018814,Normal,Normal
Primary_Internal_Test,13,30.452597,Normal,Normal
Primary_Internal_Test,0,20.495817,Critical_Low,Normal
Primary_Internal_Test,0,4.1797657,Critical_Low,Normal
Primary_Internal_Test,0,4.1797657,Critical_Low,Normal
Primary_Internal_Test,0,3.5967236,Critical_Low,Normal
Primary_Internal_Test,0,3.5967236,Critical_Low,Normal
Primary_Internal_Test,0,3.5967236,Critical_Low,Normal
Primary_Internal_Test,0,3.5967236,Critical_Low,Normal
Primary_Internal_Test,0,14.590931,Critical_Low,Normal
Primary_Internal_Test,0,14.590931,Critical_Low,Normal
Primary_Internal_Test,0,14.590931,Critical_Low,Normal
Primary_Internal_Test,0,14.590931,Critical_Low,Normal
Primary_Internal_Test,0,8.846111,Critical_Low,Normal
Primary_Internal_Test,0,8.846111,Critical_Low,Normal
Primary_Internal_Test,0,8.846111,Critical_Low,Normal
Primary_Internal_Test,0,8.846111,Critical_Low,Normal
Primary_Internal_Test,0,10.3835335,Critical_Low,Normal
Primary_Internal_Test,0,10.3835335,Critical_Low,Normal
Primary_Internal_Test,0,10.3835335,Critical_Low,Normal
Primary_Internal_Test,0,10.3835335,Critical_Low,Normal
Primary_Internal_Test,0,14.15065,Critical_Low,Normal
Primary_Internal_Test,0,14.15065,Critical_Low,Normal
Primary_Internal_Test,0,14.15065,Critical_Low,Normal
Primary_Internal_Test,0,14.15065,Critical_Low,Normal
Primary_Internal_Test,0,19.430515,Critical_Low,Normal
Primary_Internal_Test,0,19.430515,Critical_Low,Normal
Primary_Internal_Test,0,19.430515,Critical_Low,Normal
Primary_Internal_Test,0,19.430515,Critical_Low,Normal
Primary_Internal_Test,0,36.801056,Critical_Low,Normal
Primary_Internal_Test,0,36.801056,Critical_Low,Normal
Primary_Internal_Test,0,36.801056,Critical_Low,Normal
Primary_Internal_Test,0,37.909687,Critical_Low,Normal
Primary_Internal_Test,0,42.20095,Critical_Low,Normal
Primary_Internal_Test,0,58.147564,Critical_Low,Normal
Primary_Internal_Test,26,68.156815,Normal,Normal
Primary_Internal_Test,80,88.56009,Normal,Normal
Primary_Internal_Test,120,115.32201,Normal,Normal
Primary_Internal_Test,50,141.98528,Normal,Normal
Primary_Internal_Test,252,150.32549,Normal,Normal
Primary_Internal_Test,200,159.04347,Normal,Normal
Primary_Internal_Test,119,195.79099,Normal,Normal
Primary_Internal_Test,99,204.72256,Normal,Normal
Primary_Internal_Test,120,204.27347,Normal,Normal
Primary_Internal_Test,122,207.46799,Normal,Normal
Primary_Internal_Test,139,251.98798,Normal,Normal
Primary_Internal_Test,170,255.61708,Normal,Normal
Primary_Internal_Test,186,256.82346,Normal,Normal
Primary_Internal_Test,279,309.02545,Normal,Normal
Primary_Internal_Test,300,283.65158,Normal,Normal
Primary_Internal_Test,167,295.6097,Normal,Normal
Primary_Internal_Test,260,293.37225,Normal,Normal
Primary_Internal_Test,196,303.47177,Normal,Normal
Primary_Internal_Test,239,377.9869,Normal,High
Primary_Internal_Test,299,409.03342,Normal,High
Primary_Internal_Test,168,450.18805,Normal,High
Primary_Internal_Test,171,462.9105,Normal,High
Primary_Internal_Test,271,463.3214,Normal,High
Primary_Internal_Test,351,457.44687,High,High
Primary_Internal_Test,305,504.49908,Normal,High
Primary_Internal_Test,233,463.7721,Normal,High
Primary_Internal_Test,249,616.36993,Normal,High
Primary_Internal_Test,319,677.93054,Normal,High
Primary_Internal_Test,353,636.4426,High,High
Primary_Internal_Test,389,703.42914,High,High
Primary_Internal_Test,330,399.1099,Normal,High
Primary_Internal_Test,358,383.82153,High,High
Primary_Internal_Test,443,368.7836,High,High
Primary_Internal_Test,260,418.43903,Normal,High
Primary_Internal_Test,285,407.9932,Normal,High
Primary_Internal_Test,250,439.47705,Normal,High
Primary_Internal_Test,312,402.26147,Normal,High
Primary_Internal_Test,403,515.2223,High,High
Primary_Internal_Test,394,575.4955,High,High
Primary_Internal_Test,562,470.61746,High,High
Primary_Internal_Test,504,532.87866,High,High
Primary_Internal_Test,870,589.518,High,High
Primary_Internal_Test,1110,724.29016,High,High
Primary_Internal_Test,1293,1031.724,High,High
Primary_Internal_Test,2249,1211.5973,High,High
Primary_Internal_Test,1685,1307.3033,High,High
Primary_Internal_Test,1459,1424.5487,High,High
Primary_Internal_Test,1240,1338.561,High,High
Primary_Internal_Test,768,1171.3005,High,High
Primary_Internal_Test,568,904.9145,High,High
Primary_Internal_Test,594,568.05566,High,High
Primary_Internal_Test,611,549.1357,High,High
Primary_Internal_Test,572,493.8256,High,High
Primary_Internal_Test,433,460.86072,High,High
Primary_Internal_Test,307,316.7735,Normal,Normal
Primary_Internal_Test,293,289.44504,Normal,Normal
Primary_Internal_Test,231,247.63553,Normal,Normal
Primary_Internal_Test,167,214.3407,Normal,Normal
Primary_Internal_Test,128,185.79208,Normal,Normal
Primary_Internal_Test,104,133.10374,Normal,Normal
Primary_Internal_Test,83,98.98299,Normal,Normal
Primary_Internal_Test,55,68.59834,Normal,Normal
Primary_Internal_Test,30,34.50292,Normal,Normal
Primary_Internal_Test,8,24.546154,Normal,Normal
Primary_Internal_Test,0,-1.6748757,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.6748757,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79038,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79038,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79038,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.79038,Critical_Low,Critical_Low
Primary_Internal_Test,0,3.294402,Critical_Low,Normal
Primary_Internal_Test,0,3.294402,Critical_Low,Normal
Primary_Internal_Test,0,3.294402,Critical_Low,Normal
Primary_Internal_Test,0,3.294402,Critical_Low,Normal
Primary_Internal_Test,0,0.68664896,Critical_Low,Normal
Primary_Internal_Test,0,0.68664896,Critical_Low,Normal
Primary_Internal_Test,0,0.68664896,Critical_Low,Normal
Primary_Internal_Test,0,0.68664896,Critical_Low,Normal
Primary_Internal_Test,0,2.3438246,Critical_Low,Normal
Primary_Internal_Test,0,2.3438246,Critical_Low,Normal
Primary_Internal_Test,0,2.3438246,Critical_Low,Normal
Primary_Internal_Test,0,2.3438246,Critical_Low,Normal
Primary_Internal_Test,0,5.42792,Critical_Low,Normal
Primary_Internal_Test,0,5.42792,Critical_Low,Normal
Primary_Internal_Test,0,5.42792,Critical_Low,Normal
Primary_Internal_Test,0,5.42792,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,6.657859,Critical_Low,Normal
Primary_Internal_Test,0,7.766488,Critical_Low,Normal
Primary_Internal_Test,45,22.464067,Normal,Normal
Primary_Internal_Test,76,45.181446,Normal,Normal
Primary_Internal_Test,128,56.00516,Normal,Normal
Primary_Internal_Test,204,69.32059,Normal,Normal
Primary_Internal_Test,252,122.38128,Normal,Normal
Primary_Internal_Test,299,184.6339,Normal,Normal
Primary_Internal_Test,331,266.39514,Normal,Normal
Primary_Internal_Test,490,349.1345,High,High
Primary_Internal_Test,494,437.60345,High,High
Primary_Internal_Test,626,476.26364,High,High
Primary_Internal_Test,651,552.53424,High,High
Primary_Internal_Test,559,580.88446,High,High
Primary_Internal_Test,767,626.1777,High,High
Primary_Internal_Test,816,697.35925,High,High
Primary_Internal_Test,820,876.3311,High,High
Primary_Internal_Test,1406,1154.8551,High,High
Primary_Internal_Test,1505,1448.3986,High,High
Primary_Internal_Test,1914,1461.7947,High,High
Primary_Internal_Test,2471,1691.459,Surplus,High
Primary_Internal_Test,2702,2005.1685,Surplus,High
Primary_Internal_Test,3018,2240.9749,Surplus,High
Primary_Internal_Test,3568,2290.3362,Surplus,High
Primary_Internal_Test,2186,2478.663,High,Surplus
Primary_Internal_Test,2480,2754.495,Surplus,Surplus
Primary_Internal_Test,3461,3015.3506,Surplus,Surplus
Primary_Internal_Test,3792,3123.6797,Surplus,Surplus
Primary_Internal_Test,3911,3133.0293,Surplus,Surplus
Primary_Internal_Test,3778,3000.3232,Surplus,Surplus
Primary_Internal_Test,3688,3471.497,Surplus,Surplus
Primary_Internal_Test,3261,2936.507,Surplus,Surplus
Primary_Internal_Test,2881,3141.235,Surplus,Surplus
Primary_Internal_Test,2912,3313.6055,Surplus,Surplus
Primary_Internal_Test,3441,2617.8545,Surplus,Surplus
Primary_Internal_Test,1912,1750.6577,High,High
Primary_Internal_Test,2340,1359.728,Surplus,High
Primary_Internal_Test,1646,1121.9628,High,High
Primary_Internal_Test,999,819.80365,High,High
Primary_Internal_Test,968,868.08167,High,High
Primary_Internal_Test,890,912.2267,High,High
Primary_Internal_Test,686,755.7977,High,High
Primary_Internal_Test,443,647.4918,High,High
Primary_Internal_Test,410,524.004,High,High
Primary_Internal_Test,617,482.70068,High,High
Primary_Internal_Test,431,470.25412,High,High
Primary_Internal_Test,334,510.89313,Normal,High
Primary_Internal_Test,387,598.9528,High,High
Primary_Internal_Test,700,834.145,High,High
Primary_Internal_Test,798,1036.1663,High,High
Primary_Internal_Test,866,813.6331,High,High
Primary_Internal_Test,1132,980.6606,High,High
Primary_Internal_Test,776,659.4548,High,High
Primary_Internal_Test,522,440.99084,High,High
Primary_Internal_Test,442,339.1355,High,Normal
Primary_Internal_Test,472,429.11093,High,High
Primary_Internal_Test,427,454.66138,High,High
Primary_Internal_Test,325,352.47525,Normal,High
Primary_Internal_Test,232,342.8558,Normal,Normal
Primary_Internal_Test,245,296.16547,Normal,Normal
Primary_Internal_Test,213,272.06348,Normal,Normal
Primary_Internal_Test,262,187.82999,Normal,Normal
Primary_Internal_Test,201,148.16487,Normal,Normal
Primary_Internal_Test,137,101.28255,Normal,Normal
Primary_Internal_Test,63,76.20651,Normal,Normal
Primary_Internal_Test,47,62.117153,Normal,Normal
Primary_Internal_Test,18,32.171608,Normal,Normal
Primary_Internal_Test,11,26.5148,Normal,Normal
Primary_Internal_Test,0,6.950388,Critical_Low,Normal
Primary_Internal_Test,0,6.950388,Critical_Low,Normal
Primary_Internal_Test,0,-11.488648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-11.488648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-11.488648,Critical_Low,Critical_Low
Primary_Internal_Test,0,-11.488648,Critical_Low,Critical_Low
Primary_Internal_Test,0,1.0834585,Critical_Low,Normal
Primary_Internal_Test,0,1.0834585,Critical_Low,Normal
Primary_Internal_Test,0,1.0834585,Critical_Low,Normal
Primary_Internal_Test,0,1.0834585,Critical_Low,Normal
Primary_Internal_Test,0,11.4498625,Critical_Low,Normal
Primary_Internal_Test,0,11.4498625,Critical_Low,Normal
Primary_Internal_Test,0,11.4498625,Critical_Low,Normal
Primary_Internal_Test,0,11.4498625,Critical_Low,Normal
Primary_Internal_Test,0,14.998945,Critical_Low,Normal
Primary_Internal_Test,0,14.998945,Critical_Low,Normal
Primary_Internal_Test,0,14.998945,Critical_Low,Normal
Primary_Internal_Test,0,14.998945,Critical_Low,Normal
Primary_Internal_Test,0,-12.111211,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.111211,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.111211,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.111211,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.487795,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.487795,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.487795,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.487795,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.576062,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.576062,Critical_Low,Critical_Low
Primary_Internal_Test,0,-12.576062,Critical_Low,Critical_Low
Primary_Internal_Test,0,-11.467435,Critical_Low,Critical_Low
Primary_Internal_Test,0,1.8759986,Critical_Low,Normal
Primary_Internal_Test,30,15.0734215,Normal,Normal
Primary_Internal_Test,81,33.957222,Normal,Normal
Primary_Internal_Test,226,31.284449,Normal,Normal
Primary_Internal_Test,265,61.63071,Normal,Normal
Primary_Internal_Test,83,79.45761,Normal,Normal
Primary_Internal_Test,94,113.300354,Normal,Normal
Primary_Internal_Test,191,132.05048,Normal,Normal
Primary_Internal_Test,159,159.1682,Normal,Normal
Primary_Internal_Test,96,187.64684,Normal,Normal
Primary_Internal_Test,51,197.51122,Normal,Normal
Primary_Internal_Test,146,200.18202,Normal,Normal
Primary_Internal_Test,352,260.33292,High,Normal
Primary_Internal_Test,225,267.07306,Normal,Normal
Primary_Internal_Test,183,270.61948,Normal,Normal
Primary_Internal_Test,173,272.6193,Normal,Normal
Primary_Internal_Test,132,227.34676,Normal,Normal
Primary_Internal_Test,144,315.91122,Normal,Normal
Primary_Internal_Test,221,422.15256,Normal,High
Primary_Internal_Test,516,436.32083,High,High
Primary_Internal_Test,520,406.84906,High,High
Primary_Internal_Test,462,461.0697,High,High
Primary_Internal_Test,292,615.39716,Normal,High
Primary_Internal_Test,510,547.6735,High,High
Primary_Internal_Test,237,511.39746,Normal,High
Primary_Internal_Test,216,632.1327,Normal,High
Primary_Internal_Test,485,768.1043,High,High
Primary_Internal_Test,598,837.1388,High,High
Primary_Internal_Test,714,880.90094,High,High
Primary_Internal_Test,540,1020.9313,High,High
Primary_Internal_Test,628,995.5796,High,High
Primary_Internal_Test,683,1043.8346,High,High
Primary_Internal_Test,587,715.74585,High,High
Primary_Internal_Test,602,761.967,High,High
Primary_Internal_Test,699,530.46594,High,High
Primary_Internal_Test,721,623.8942,High,High
Primary_Internal_Test,624,811.17676,High,High
Primary_Internal_Test,679,724.8605,High,High
Primary_Internal_Test,514,627.5346,High,High
Primary_Internal_Test,413,567.6035,High,High
Primary_Internal_Test,693,592.8371,High,High
Primary_Internal_Test,696,815.92633,High,High
Primary_Internal_Test,739,1209.1558,High,High
Primary_Internal_Test,741,1348.0227,High,High
Primary_Internal_Test,1147,2158.6057,High,High
Primary_Internal_Test,2484,2334.674,Surplus,Surplus
Primary_Internal_Test,2469,1750.5732,Surplus,High
Primary_Internal_Test,2358,1269.8523,Surplus,High
Primary_Internal_Test,784,1149.9026,High,High
Primary_Internal_Test,1144,1004.8528,High,High
Primary_Internal_Test,1079,884.0554,High,High
Primary_Internal_Test,962,728.81226,High,High
Primary_Internal_Test,748,553.08746,High,High
Primary_Internal_Test,659,446.3129,High,High
Primary_Internal_Test,543,336.8856,High,Normal
Primary_Internal_Test,429,250.76898,High,Normal
Primary_Internal_Test,374,160.35767,High,Normal
Primary_Internal_Test,250,128.94922,Normal,Normal
Primary_Internal_Test,166,152.67847,Normal,Normal
Primary_Internal_Test,111,144.73679,Normal,Normal
Primary_Internal_Test,113,87.71699,Normal,Normal
Primary_Internal_Test,112,34.33923,Normal,Normal
Primary_Internal_Test,59,25.841167,Normal,Normal
Primary_Internal_Test,23,25.375614,Normal,Normal
Primary_Internal_Test,0,88.16655,Critical_Low,Normal
Primary_Internal_Test,0,82.50972,Critical_Low,Normal
Primary_Internal_Test,0,68.05878,Critical_Low,Normal
Primary_Internal_Test,0,68.05878,Critical_Low,Normal
Primary_Internal_Test,0,45.512184,Critical_Low,Normal
Primary_Internal_Test,0,45.512184,Critical_Low,Normal
Primary_Internal_Test,0,45.512184,Critical_Low,Normal
Primary_Internal_Test,0,45.512184,Critical_Low,Normal
Primary_Internal_Test,0,-4.42801,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.42801,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.42801,Critical_Low,Critical_Low
Primary_Internal_Test,0,-4.42801,Critical_Low,Critical_Low
Primary_Internal_Test,0,3.8352015,Critical_Low,Normal
Primary_Internal_Test,0,3.8352015,Critical_Low,Normal
Primary_Internal_Test,0,3.8352015,Critical_Low,Normal
Primary_Internal_Test,0,3.8352015,Critical_Low,Normal
Primary_Internal_Test,0,-0.8303585,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.8303585,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.8303585,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.8303585,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.550896,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.550896,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.550896,Critical_Low,Critical_Low
Primary_Internal_Test,0,-2.550896,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.2541474,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.2541474,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.2541474,Critical_Low,Critical_Low
Primary_Internal_Test,0,-1.2541474,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.5014465,Critical_Low,Critical_Low
Primary_Internal_Test,0,-0.5014465,Critical_Low,Critical_Low
